Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Pass_Att,Cmp%,PrgP,Carries,PrgC,TakeOns_Att,Succ,Player,TeamGoals,OpponentGoals,Win,Draw,Loss,TotalGoals
Home,Arsenal,Leicester City,N,FW,3,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,1,1,0,1,0,Eddie-Nketiah,2,0,1,0,0,2
Home,Arsenal,Liverpool,N,FW,11,0,0,0,0,0,0,7,0,0,2,0.0,0.0,0.0,0,0,2,4,50.0,1,3,1,0,0,Eddie-Nketiah,0,2,0,0,1,2
Away,Arsenal,Aston Villa,N,FW,13,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,1,7,0,0,0,Eddie-Nketiah,1,0,1,0,0,1
Away,Arsenal,Crystal Palace,N,FW,25,0,0,0,0,1,0,13,1,0,0,0.0,0.0,0.2,1,0,5,9,55.6,0,9,0,1,1,Eddie-Nketiah,0,3,0,0,1,3
Home,Arsenal,Brighton,N,FW,29,0,0,0,0,2,1,15,0,0,0,0.4,0.4,0.1,2,0,10,12,83.3,1,9,3,1,0,Eddie-Nketiah,1,2,0,0,1,3
Away,Arsenal,Southampton,Y,FW,90,0,0,0,0,1,0,32,1,1,1,0.1,0.1,0.1,3,0,12,19,63.2,1,15,1,3,2,Eddie-Nketiah,0,1,0,0,1,1
Away,Arsenal,Chelsea,Y,FW,69,2,0,0,0,5,2,34,3,1,1,0.8,0.8,0.0,1,0,11,16,68.8,1,16,3,4,1,Eddie-Nketiah,4,2,1,0,0,6
Home,Arsenal,Manchester Utd,Y,FW,90,0,0,0,0,1,1,29,0,0,0,0.4,0.4,0.1,3,0,19,22,86.4,4,20,2,2,0,Eddie-Nketiah,3,1,1,0,0,4
Away,Arsenal,West Ham,Y,FW,90,0,0,0,0,6,4,45,0,0,1,0.4,0.4,0.0,4,1,25,35,71.4,1,28,5,4,4,Eddie-Nketiah,2,1,1,0,0,3
Home,Arsenal,Leeds United,Y,FW,89,2,0,0,0,5,2,25,0,0,0,0.9,0.9,0.0,0,0,14,15,93.3,1,14,1,2,1,Eddie-Nketiah,2,1,1,0,0,3
Away,Arsenal,Tottenham,Y,FW,72,0,0,0,0,2,2,18,0,0,0,0.1,0.1,0.0,0,0,8,9,88.9,1,13,1,3,0,Eddie-Nketiah,0,3,0,0,1,3
